"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"ATOM40","R1","SRR7910035.5540596","SRR7910035.5540596",1,"233","332",100,"1","300",100,6.22e-65,206
"ATOM40","R2","SRR7910035.5540596","SRR7910035.5540596",1,"105","203",99,"2","298",97.98,7.52e-63,201
"POLIB","R1","SRR7910035.554398","SRR7910035.554398",1,"197","296",100,"2","301",99,3.51e-60,207
"POLIB","R2","SRR7910035.554398","SRR7910035.554398",1,"357","446",90,"1","270",87.778,6.49e-45,164
"ATPF1A","R1","SRR7910035.5545681","SRR7910035.5545681",1,"201","300",100,"2","301",100,1.94e-61,204
"ATPF1A","R2","SRR7910035.5545681","SRR7910035.5545681",1,"232","331",100,"1","300",97,1.44e-60,202
"POLIB","R1","SRR7910035.5545890","SRR7910035.5545890",1,"1144","1235",92,"27","299",41.489,2.77e-11,68.2
"POLIB","R2","SRR7910035.5545890","SRR7910035.5545890",1,"1056","1148",93,"13","294",50,2.79e-19,90.9
"ATPF1A","R2","SRR7910035.5555385","SRR7910035.5555385",1,"496","582",87,"3","263",71.264,1.93e-31,124
"TAC102","R1","SRR7910035.5555500","SRR7910035.5555500",1,"30","129",100,"2","301",93,9.22e-54,188
"POLIB","R1","SRR7910035.5555949","SRR7910035.5555949",1,"560","658",99,"2","298",98.99,9.73e-56,195
"POLIB","R2","SRR7910035.5555949","SRR7910035.5555949",1,"477","576",100,"1","300",97,2.2e-61,211
"ATPF1B","R1","SRR7910035.5556815","SRR7910035.5556815",1,"1","95",95,"15","299",100,2.64e-57,192
"ATPF1B","R2","SRR7910035.5556815","SRR7910035.5556815",1,"190","268",79,"3","239",93.671,7.61e-35,132
"POLIB","R1","SRR7910035.555724","SRR7910035.555724",1,"1127","1226",100,"2","301",100,3.08e-61,210
"POLIB","R2","SRR7910035.555724","SRR7910035.555724",1,"1033","1130",98,"2","295",93.878,1.17e-44,163
"ATPF1G","R1","SRR7910035.5557582","SRR7910035.5557582",1,"236","305",70,"1","210",100,3.92e-40,141
"ATPF1G","R2","SRR7910035.5557582","SRR7910035.5557582",1,"268","305",38,"180","293",89.474,1.86e-13,71.6
"POLIB","R1","SRR7910035.5558741","SRR7910035.5558741",1,"183","281",99,"3","299",94.949,2.39e-54,191
"POLIB","R2","SRR7910035.5558741","SRR7910035.5558741",1,"375","473",99,"3","299",85.859,3e-49,176
"ATPF1G","R1","SRR7910035.5559388","SRR7910035.5559388",1,"1","75",75,"46","270",100,7.77e-45,153
"ATPF1G","R2","SRR7910035.5559388","SRR7910035.5559388",1,"1","75",75,"3","227",100,7.77e-45,153
"POLIB","R2","SRR7910035.5560022","SRR7910035.5560022",1,"495","567",73,"11","232",50,1.43e-14,77.4
"ATPF1G","R1","SRR7910035.5560078","SRR7910035.5560078",1,"10","109",100,"1","300",100,1.13e-65,207
"ATPF1G","R2","SRR7910035.5560078","SRR7910035.5560078",1,"111","210",100,"2","301",96,6.69e-64,202
"TAC102","R1","SRR7910035.5563497","SRR7910035.5563497",1,"776","874",99,"3","299",100,1.39e-40,151
"TAC102","R2","SRR7910035.5563497","SRR7910035.5563497",1,"762","860",99,"3","299",93.939,1.48e-33,131
"ATPF1A","R1","SRR7910035.5567024","SRR7910035.5567024",1,"149","247",99,"2","298",98.99,3.79e-58,195
"ATPF1A","R2","SRR7910035.5567024","SRR7910035.5567024",1,"196","294",99,"3","299",90.909,5.12e-55,187
"ATOM40","R2","SRR7910035.5569631","SRR7910035.5569631",1,"291","351",61,"2","184",100,3.58e-35,130
"ATPF1G","R1","SRR7910035.557238","SRR7910035.557238",1,"1","73",73,"83","301",100,1.12e-42,148
"ATPF1G","R2","SRR7910035.557238","SRR7910035.557238",1,"45","143",99,"2","298",87.879,3.46e-55,180
"POLIB","R1","SRR7910035.5575074","SRR7910035.5575074",1,"1259","1358",100,"2","301",100,1.23e-62,214
"POLIB","R2","SRR7910035.5575074","SRR7910035.5575074",1,"1305","1404",100,"1","300",100,8.58e-60,206
"ATPF1A","R1","SRR7910035.5578623","SRR7910035.5578623",1,"106","204",99,"3","299",100,3.21e-60,201
"ATPF1A","R2","SRR7910035.5578623","SRR7910035.5578623",1,"89","187",99,"2","298",98.99,1.7e-58,196
"POLIB","R2","SRR7910035.5580966","SRR7910035.5580966",1,"1240","1331",92,"2","268",40.217,7.24e-15,78.6
"ATPF1A","R1","SRR7910035.5582449","SRR7910035.5582449",1,"301","400",100,"1","300",99,1.06e-61,204
"ATPF1A","R2","SRR7910035.5582449","SRR7910035.5582449",1,"379","478",100,"1","300",83,1.69e-45,162
"POLIB","R1","SRR7910035.5583895","SRR7910035.5583895",1,"626","724",99,"3","299",100,1.68e-62,214
"POLIB","R2","SRR7910035.5583895","SRR7910035.5583895",1,"604","703",100,"1","300",95,4.7e-56,196
"ATOM40","R1","SRR7910035.5584567","SRR7910035.5584567",1,"102","201",100,"1","300",100,9.39e-65,206
"ATOM40","R2","SRR7910035.5584567","SRR7910035.5584567",1,"1","55",55,"137","301",85.455,1.35e-22,97.1
"ATPF1A","R1","SRR7910035.5586038","SRR7910035.5586038",1,"512","584",73,"3","221",100,1.18e-43,157
"ATPF1A","R2","SRR7910035.5586038","SRR7910035.5586038",1,"527","584",58,"125","298",96.552,4.12e-30,120
"ATPF1B","R2","SRR7910035.5586506","SRR7910035.5586506",1,"1","34",34,"2","103",100,7.57e-12,68.6
"TAC102","R2","SRR7910035.5586969","SRR7910035.5586969",1,"1","86",86,"2","259",98.837,3.34e-49,175
"ATPF1B","R1","SRR7910035.5588370","SRR7910035.5588370",1,"308","407",100,"1","300",100,1.84e-62,205
"ATPF1B","R2","SRR7910035.5588370","SRR7910035.5588370",1,"269","367",99,"3","299",94.949,1.08e-56,190
"ATPF1B","R1","SRR7910035.5590979","SRR7910035.5590979",1,"419","518",100,"2","301",100,6.86e-46,162
"ATPF1B","R2","SRR7910035.5590979","SRR7910035.5590979",1,"351","450",100,"2","301",98,2.46e-60,199
"ATPF1G","R2","SRR7910035.5591895","SRR7910035.5591895",1,"252","305",54,"2","163",100,2.63e-28,111
"POLIB","R1","SRR7910035.5593799","SRR7910035.5593799",1,"480","579",100,"2","301",100,3.7e-63,216
"POLIB","R2","SRR7910035.5593799","SRR7910035.5593799",1,"552","650",99,"3","299",98.99,1.19e-57,200
"TAC102","R2","SRR7910035.5600072","SRR7910035.5600072",1,"1","99",99,"1","297",91.919,1.02e-52,185
"ATPF1A","R1","SRR7910035.5600304","SRR7910035.5600304",1,"305","404",100,"1","300",100,5.76e-62,205
"ATPF1A","R2","SRR7910035.5600304","SRR7910035.5600304",1,"370","469",100,"2","301",96,5.86e-57,192
"ATPF1A","R1","SRR7910035.560969","SRR7910035.560969",1,"513","584",72,"85","300",100,4.51e-43,155
"ATPF1A","R2","SRR7910035.560969","SRR7910035.560969",1,"381","474",94,"3","284",91.489,2.24e-50,175
"TAC102","R1","SRR7910035.561102","SRR7910035.561102",1,"1","45",45,"165","299",93.333,1.37e-17,85.5
"TAC102","R2","SRR7910035.561102","SRR7910035.561102",1,"36","133",98,"2","295",91.837,7.16e-52,183
"ATOM40","R2","SRR7910035.5612556","SRR7910035.5612556",1,"307","351",45,"3","137",100,4.8e-24,100
"POLIB","R1","SRR7910035.5616068","SRR7910035.5616068",1,"842","941",100,"1","300",100,5.76e-58,201
"POLIB","R2","SRR7910035.5616068","SRR7910035.5616068",1,"785","884",100,"1","300",100,2.5e-60,208
"POLIB","R1","SRR7910035.5618824","SRR7910035.5618824",1,"1240","1326",87,"2","253",40.23,1.18e-13,75.1
"ATPF1B","R1","SRR7910035.5627655","SRR7910035.5627655",1,"1","62",62,"114","299",100,3.54e-31,122
"ATPF1B","R2","SRR7910035.5627655","SRR7910035.5627655",1,"15","111",97,"3","293",93.814,1.46e-52,179
"ATPF1A","R1","SRR7910035.5627835","SRR7910035.5627835",1,"295","394",100,"2","301",99,2.8e-62,206
"ATPF1A","R2","SRR7910035.5627835","SRR7910035.5627835",1,"320","418",99,"2","298",97.98,2.94e-58,196
"ATPF1A","R1","SRR7910035.5629877","SRR7910035.5629877",1,"130","228",99,"3","299",98.99,3.79e-58,195
"ATPF1A","R2","SRR7910035.5629877","SRR7910035.5629877",1,"1","90",90,"28","297",94.444,1.48e-26,110
"POLIB","R1","SRR7910035.5632356","SRR7910035.5632356",1,"670","768",99,"3","299",98.99,1.36e-60,209
"POLIB","R2","SRR7910035.5632356","SRR7910035.5632356",1,"516","614",99,"3","299",74.747,3.96e-42,156
"TAC102","R1","SRR7910035.5632555","SRR7910035.5632555",1,"315","413",99,"3","299",100,3.99e-58,200
"TAC102","R2","SRR7910035.5632555","SRR7910035.5632555",1,"237","336",100,"1","300",96,6.14e-58,200
"TAC102","R2","SRR7910035.5634600","SRR7910035.5634600",1,"486","585",100,"2","301",71,9.23e-35,134
"ATPF1B","R1","SRR7910035.5636829","SRR7910035.5636829",1,"238","337",100,"2","301",100,4.35e-63,207
"ATPF1B","R2","SRR7910035.5636829","SRR7910035.5636829",1,"172","270",99,"3","299",100,2.82e-49,171
"POLIB","R1","SRR7910035.5637500","SRR7910035.5637500",1,"1181","1280",100,"1","300",100,1.25e-63,217
"POLIB","R2","SRR7910035.5637500","SRR7910035.5637500",1,"1218","1316",99,"2","298",94.949,7.78e-58,201
"ATPF1A","R1","SRR7910035.5639161","SRR7910035.5639161",1,"1","71",71,"88","300",100,9.92e-16,79.7
"ATPF1A","R2","SRR7910035.5639161","SRR7910035.5639161",1,"42","133",92,"1","276",97.826,3.15e-54,185
"ATPF1G","R1","SRR7910035.5640128","SRR7910035.5640128",1,"223","305",83,"53","301",100,1.69e-49,166
"ATPF1G","R2","SRR7910035.5640128","SRR7910035.5640128",1,"168","266",99,"3","299",97.98,1.41e-62,199
"ATPF1G","R1","SRR7910035.564037","SRR7910035.564037",1,"99","198",100,"1","300",95,1.12e-64,204
"ATPF1G","R2","SRR7910035.564037","SRR7910035.564037",1,"186","284",99,"3","299",89.899,6.16e-55,179
"ATPF1A","R1","SRR7910035.5643680","SRR7910035.5643680",1,"1","83",83,"51","299",96.386,2.33e-22,98.6
"ATPF1A","R2","SRR7910035.5643680","SRR7910035.5643680",1,"128","225",98,"2","295",84.694,5.56e-44,158
"POLIB","R1","SRR7910035.5643810","SRR7910035.5643810",1,"1053","1152",100,"2","301",100,1.87e-51,182
"POLIB","R2","SRR7910035.5643810","SRR7910035.5643810",1,"1256","1355",100,"1","300",92,1.51e-55,194
"POLIB","R1","SRR7910035.5645951","SRR7910035.5645951",1,"736","835",100,"1","300",99,1.05e-58,203
"POLIB","R2","SRR7910035.5645951","SRR7910035.5645951",1,"768","865",98,"3","296",89.796,6.39e-51,181
"ATPF1A","R2","SRR7910035.5646014","SRR7910035.5646014",1,"2","82",81,"1","243",96.296,4.82e-21,94.7
"ATPF1G","R1","SRR7910035.5648647","SRR7910035.5648647",1,"22","120",99,"3","299",98.99,2e-64,204
"ATPF1G","R2","SRR7910035.5648647","SRR7910035.5648647",1,"97","195",99,"2","298",97.98,1.99e-65,206
"ATPF1G","R1","SRR7910035.56490","SRR7910035.56490",1,"176","274",99,"3","299",98.99,1.96e-63,201
"POLIB","R2","SRR7910035.5650411","SRR7910035.5650411",1,"1086","1132",47,"3","143",70.213,2.43e-15,79.7
"POLIB","R1","SRR7910035.5651157","SRR7910035.5651157",1,"1126","1220",95,"4","294",41.237,4.72e-15,79
"ATOM40","R1","SRR7910035.5651320","SRR7910035.5651320",1,"53","151",99,"3","299",100,1.84e-54,179
"ATOM40","R2","SRR7910035.5651320","SRR7910035.5651320",1,"8","106",99,"3","299",83.838,9.32e-41,144
"ATPF1A","R1","SRR7910035.565221","SRR7910035.565221",1,"322","420",99,"1","297",98.99,3.56e-59,198
"ATPF1A","R2","SRR7910035.565221","SRR7910035.565221",1,"378","476",99,"3","299",89.899,7.26e-52,179
"POLIB","R1","SRR7910035.5653045","SRR7910035.5653045",1,"1115","1214",100,"2","301",97,7.67e-59,204
"POLIB","R2","SRR7910035.5653045","SRR7910035.5653045",1,"968","1066",99,"2","298",89.899,5.77e-52,184
"ATPF1A","R1","SRR7910035.5653375","SRR7910035.5653375",1,"452","551",100,"1","300",100,4.59e-65,213
"ATPF1A","R2","SRR7910035.5653375","SRR7910035.5653375",1,"416","515",100,"1","300",98,2.35e-61,204
"TAC102","R1","SRR7910035.5654003","SRR7910035.5654003",1,"241","339",99,"3","299",98.99,4.65e-60,206
"TAC102","R2","SRR7910035.5654003","SRR7910035.5654003",1,"192","289",98,"3","296",98.98,1.03e-57,199
"ATPF1A","R1","SRR7910035.5657413","SRR7910035.5657413",1,"106","202",97,"1","291",71.134,3.18e-33,129
"ATPF1A","R2","SRR7910035.5657413","SRR7910035.5657413",1,"245","341",97,"1","291",86.598,8.96e-50,173
"POLIB","R1","SRR7910035.5661196","SRR7910035.5661196",1,"755","854",100,"2","301",97,5.82e-58,201
"POLIB","R2","SRR7910035.5661196","SRR7910035.5661196",1,"907","1006",100,"1","300",59,3.8e-26,110
"POLIB","R1","SRR7910035.5664921","SRR7910035.5664921",1,"478","577",100,"1","300",100,3.23e-63,216
"POLIB","R2","SRR7910035.5664921","SRR7910035.5664921",1,"388","486",99,"3","299",98.99,2.18e-59,205
"POLIB","R1","SRR7910035.5666125","SRR7910035.5666125",1,"751","844",94,"3","284",100,1.08e-55,194
"POLIB","R2","SRR7910035.5666125","SRR7910035.5666125",1,"751","844",94,"3","284",97.872,5.17e-54,189
"TAC102","R1","SRR7910035.5675315","SRR7910035.5675315",1,"102","201",100,"1","300",99,2.76e-50,178
"TAC102","R2","SRR7910035.5675315","SRR7910035.5675315",1,"148","247",100,"1","300",81,7.11e-36,137
"ATPF1A","R1","SRR7910035.5676131","SRR7910035.5676131",1,"236","335",100,"2","301",99,2.39e-62,206
"ATPF1A","R2","SRR7910035.5676131","SRR7910035.5676131",1,"156","254",99,"3","299",96.97,2.32e-57,193
"TAC102","R1","SRR7910035.5677201","SRR7910035.5677201",1,"35","133",99,"2","298",98.99,3.09e-58,201
"TAC102","R2","SRR7910035.5677201","SRR7910035.5677201",1,"132","210",79,"2","238",96.203,4.03e-33,129
"ATOM40","R1","SRR7910035.5681872","SRR7910035.5681872",1,"251","350",100,"1","300",100,9.61e-66,208
"ATOM40","R2","SRR7910035.5681872","SRR7910035.5681872",1,"188","284",97,"3","293",92.784,2.43e-56,184
"ATPF1G","R1","SRR7910035.5682446","SRR7910035.5682446",1,"1","65",65,"105","299",100,6.07e-37,133
"ATPF1G","R2","SRR7910035.5682446","SRR7910035.5682446",1,"2","93",92,"2","277",100,2.58e-59,191
"ATPF1A","R1","SRR7910035.5682915","SRR7910035.5682915",1,"124","168",45,"1","135",100,1.8e-20,91.3
"ATPF1A","R2","SRR7910035.5682915","SRR7910035.5682915",1,"124","168",45,"2","136",100,1.8e-20,91.3
"ATPF1A","R2","SRR7910035.568336","SRR7910035.568336",1,"42","124",83,"2","250",75.904,7.72e-33,127
"POLIB","R1","SRR7910035.5686426","SRR7910035.5686426",1,"622","720",99,"2","298",100,2.34e-62,214
"POLIB","R2","SRR7910035.5686426","SRR7910035.5686426",1,"594","692",99,"3","299",98.99,7.52e-59,204
"POLIB","R1","SRR7910035.5689963","SRR7910035.5689963",1,"761","860",100,"1","300",100,5.6e-60,207
"POLIB","R2","SRR7910035.5689963","SRR7910035.5689963",1,"689","787",99,"3","299",98.99,4.54e-59,204
"ATPF1G","R1","SRR7910035.5695272","SRR7910035.5695272",1,"29","127",99,"3","299",98.99,3.35e-65,206
"ATPF1G","R2","SRR7910035.5695272","SRR7910035.5695272",1,"65","163",99,"2","298",98.99,2.3e-66,208
"ATPF1A","R1","SRR7910035.5695598","SRR7910035.5695598",1,"333","432",100,"2","301",100,1.44e-59,199
"ATPF1A","R2","SRR7910035.5695598","SRR7910035.5695598",1,"292","391",100,"1","300",98,2.16e-61,204
"ATPF1A","R1","SRR7910035.5696530","SRR7910035.5696530",1,"532","584",53,"1","159",96.226,1.39e-25,107
"ATPF1G","R1","SRR7910035.569708","SRR7910035.569708",1,"170","269",100,"1","300",98,8.78e-64,202
"ATPF1G","R2","SRR7910035.569708","SRR7910035.569708",1,"48","147",100,"1","300",89,2.06e-58,188
"POLIB","R1","SRR7910035.5697245","SRR7910035.5697245",1,"247","346",100,"2","301",100,3.96e-61,210
"POLIB","R2","SRR7910035.5697245","SRR7910035.5697245",1,"186","285",100,"1","300",99,3.33e-59,204
"TAC102","R1","SRR7910035.569755","SRR7910035.569755",1,"23","122",100,"1","300",95,8.41e-57,197
"POLIB","R1","SRR7910035.5701760","SRR7910035.5701760",1,"1086","1146",61,"9","185",58.065,3.96e-12,70.5
"ATPF1A","R1","SRR7910035.5702946","SRR7910035.5702946",1,"150","249",100,"1","300",100,7.62e-60,200
"ATPF1A","R2","SRR7910035.5702946","SRR7910035.5702946",1,"80","179",100,"2","301",100,1.77e-60,201
"ATPF1A","R1","SRR7910035.5704266","SRR7910035.5704266",1,"400","499",100,"1","300",100,2.07e-61,204
"ATPF1A","R2","SRR7910035.5704266","SRR7910035.5704266",1,"427","517",91,"2","274",94.505,4.03e-53,182
"POLIB","R1","SRR7910035.5708519","SRR7910035.5708519",1,"26","124",99,"1","297",100,3.61e-60,207
"POLIB","R2","SRR7910035.5708519","SRR7910035.5708519",1,"201","299",99,"2","298",97.98,3.11e-59,204
"ATPF1G","R1","SRR7910035.5712545","SRR7910035.5712545",1,"24","123",100,"2","301",99,8.32e-66,207
"ATPF1G","R2","SRR7910035.5712545","SRR7910035.5712545",1,"1","46",46,"161","298",89.13,4.31e-19,87
"ATPF1A","R1","SRR7910035.5712880","SRR7910035.5712880",1,"241","339",99,"2","298",97.98,7.5e-62,205
"ATPF1A","R2","SRR7910035.5712880","SRR7910035.5712880",1,"349","447",99,"3","299",90.909,7.67e-49,171
"ATPF1A","R1","SRR7910035.571325","SRR7910035.571325",1,"5","104",100,"2","301",100,3.17e-36,137
"ATPF1A","R2","SRR7910035.571325","SRR7910035.571325",1,"47","145",99,"3","299",91.919,4.36e-54,184
"ATOM40","R1","SRR7910035.5714360","SRR7910035.5714360",1,"98","197",100,"1","300",100,2.85e-65,207
"ATOM40","R2","SRR7910035.5714360","SRR7910035.5714360",1,"52","150",99,"1","297",64.646,7.51e-24,100
"POLIB","R1","SRR7910035.5718384","SRR7910035.5718384",1,"1101","1186",86,"6","269",51.136,1.4e-19,91.7
"POLIB","R2","SRR7910035.5718384","SRR7910035.5718384",1,"1101","1186",86,"2","265",51.136,1.4e-19,91.7
"ATPF1A","R1","SRR7910035.5719035","SRR7910035.5719035",1,"52","150",99,"2","298",98.99,5.85e-59,197
"ATPF1A","R2","SRR7910035.5719035","SRR7910035.5719035",1,"157","256",100,"2","301",96,2.56e-56,191
"ATPF1G","R1","SRR7910035.5719597","SRR7910035.5719597",1,"29","128",100,"2","301",99,5.56e-66,207
"ATPF1G","R2","SRR7910035.5719597","SRR7910035.5719597",1,"112","211",100,"1","300",97,8.1e-65,204
"POLIB","R1","SRR7910035.5721903","SRR7910035.5721903",1,"764","863",100,"2","301",99,1.42e-59,206
"POLIB","R2","SRR7910035.5721903","SRR7910035.5721903",1,"662","761",100,"1","300",86,2.53e-52,185
"ATPF1A","R1","SRR7910035.5722163","SRR7910035.5722163",1,"443","541",99,"3","299",100,1.31e-63,209
"ATPF1A","R2","SRR7910035.5722163","SRR7910035.5722163",1,"510","584",75,"77","301",100,6.41e-45,160
"ATPF1A","R1","SRR7910035.5722713","SRR7910035.5722713",1,"510","584",75,"75","299",100,6.41e-45,160
"ATPF1A","R2","SRR7910035.5722713","SRR7910035.5722713",1,"420","519",100,"1","300",98,2.73e-61,204
"TAC102","R1","SRR7910035.5727397","SRR7910035.5727397",1,"455","554",100,"2","301",93,2.78e-54,189
"TAC102","R2","SRR7910035.5727397","SRR7910035.5727397",1,"328","425",98,"3","296",100,1.34e-57,199
"TAC102","R1","SRR7910035.5730537","SRR7910035.5730537",1,"251","350",100,"1","300",98,1.28e-60,207
"TAC102","R2","SRR7910035.5730537","SRR7910035.5730537",1,"149","245",97,"3","293",91.753,3.58e-39,147
"TAC102","R1","SRR7910035.5732793","SRR7910035.5732793",1,"902","951",50,"1","150",100,2.38e-14,76.3
"ATPF1A","R1","SRR7910035.5733088","SRR7910035.5733088",1,"409","508",100,"1","300",100,3.32e-62,206
"ATPF1A","R2","SRR7910035.5733088","SRR7910035.5733088",1,"399","497",99,"2","298",98.99,1.6e-59,199
"ATPF1A","R1","SRR7910035.5736145","SRR7910035.5736145",1,"120","219",100,"2","301",97,1.22e-58,197
"ATPF1A","R2","SRR7910035.5736145","SRR7910035.5736145",1,"335","418",84,"45","296",59.524,1.23e-24,105
"POLIB","R1","SRR7910035.5736716","SRR7910035.5736716",1,"516","615",100,"2","301",100,3.16e-62,213
"POLIB","R2","SRR7910035.5736716","SRR7910035.5736716",1,"590","688",99,"3","299",100,1.33e-59,206
"ATPF1B","R1","SRR7910035.5737514","SRR7910035.5737514",1,"260","359",100,"1","300",99,4.76e-61,201
"ATPF1B","R2","SRR7910035.5737514","SRR7910035.5737514",1,"236","332",97,"2","292",76.289,9.34e-43,153
"TAC102","R1","SRR7910035.5741141","SRR7910035.5741141",1,"328","426",99,"3","299",92.929,3.9e-53,186
"TAC102","R2","SRR7910035.5741141","SRR7910035.5741141",1,"239","338",100,"1","300",90,2.2e-51,181
"ATPF1A","R1","SRR7910035.5741480","SRR7910035.5741480",1,"63","161",99,"3","299",91.919,2.28e-54,185
"POLIB","R1","SRR7910035.5743018","SRR7910035.5743018",1,"1105","1203",99,"3","299",98.99,4.2e-59,204
"POLIB","R2","SRR7910035.5743018","SRR7910035.5743018",1,"936","1035",100,"2","301",94,9.92e-56,194
"POLIB","R2","SRR7910035.5744769","SRR7910035.5744769",1,"486","567",82,"31","279",46.988,3.08e-14,76.6
"ATPF1G","R1","SRR7910035.5745521","SRR7910035.5745521",1,"25","123",99,"3","299",97.98,2.06e-62,198
"ATPF1G","R2","SRR7910035.5745521","SRR7910035.5745521",1,"152","250",99,"3","299",98.99,1.14e-63,202
"TAC102","R1","SRR7910035.5746393","SRR7910035.5746393",1,"516","614",99,"3","299",98.99,8.7e-58,199
"TAC102","R1","SRR7910035.5748575","SRR7910035.5748575",1,"299","398",100,"2","301",100,4.43e-60,206
"TAC102","R2","SRR7910035.5748575","SRR7910035.5748575",1,"380","479",100,"2","301",99,5.12e-57,197
"ATPF1B","R2","SRR7910035.5751034","SRR7910035.5751034",1,"1","80",80,"2","241",100,6.73e-45,159
"TAC102","R1","SRR7910035.5751978","SRR7910035.5751978",1,"268","366",99,"3","299",98.99,8.23e-60,205
"TAC102","R2","SRR7910035.5751978","SRR7910035.5751978",1,"286","385",100,"1","300",99,1.84e-60,207
"ATPF1A","R1","SRR7910035.5756746","SRR7910035.5756746",1,"102","201",100,"2","301",100,7.94e-61,202
"ATPF1A","R2","SRR7910035.5756746","SRR7910035.5756746",1,"547","584",38,"1","114",100,4.95e-17,83.6
"ATPF1A","R1","SRR7910035.5758622","SRR7910035.5758622",1,"42","139",98,"2","295",100,7.01e-60,200
"ATPF1A","R2","SRR7910035.5758622","SRR7910035.5758622",1,"1","85",85,"47","301",82.353,1.62e-16,82
"ATPF1A","R1","SRR7910035.5761091","SRR7910035.5761091",1,"185","283",99,"3","299",100,1.76e-59,199
"ATPF1A","R2","SRR7910035.5761091","SRR7910035.5761091",1,"42","140",99,"3","299",97.98,3.1e-58,196
"POLIB","R1","SRR7910035.5765887","SRR7910035.5765887",1,"411","509",99,"3","299",98.99,1.21e-60,209
"POLIB","R2","SRR7910035.5765887","SRR7910035.5765887",1,"361","460",100,"1","300",88,3.7e-48,173
"TAC102","R1","SRR7910035.5772330","SRR7910035.5772330",1,"472","571",100,"2","301",99,1.16e-58,202
"TAC102","R2","SRR7910035.5772330","SRR7910035.5772330",1,"588","648",61,"116","298",93.443,1.24e-27,114
"ATPF1A","R1","SRR7910035.5774651","SRR7910035.5774651",1,"275","357",83,"1","249",98.795,2.76e-50,174
"ATPF1A","R2","SRR7910035.5774651","SRR7910035.5774651",1,"275","359",85,"3","257",97.647,1.33e-52,181
